"STATISTIC Label","Year","Country","Sex","Origin or Destination","UNIT","VALUE"
"Estimated Migration (Persons in April)","1990","EU15 to EU27 (accession countries joined post 2004)","Both sexes","Immigrants: All origins","Thousand",""
"Estimated Migration (Persons in April)","1990","EU15 to EU27 (accession countries joined post 2004)","Male","Net migration","Thousand",""
"Estimated Migration (Persons in April)","1990","EU15 to EU27 (accession countries joined post 2004)","Male","Emigrants: All destinations","Thousand",""
"Estimated Migration (Persons in April)","1990","EU15 to EU27 (accession countries joined post 2004)","Male","Immigrants: All origins","Thousand",""
"Estimated Migration (Persons in April)","1990","EU15 to EU27 (accession countries joined post 2004)","Female","Net migration","Thousand",""
"Estimated Migration (Persons in April)","1990","EU15 to EU27 (accession countries joined post 2004)","Female","Emigrants: All destinations","Thousand",""
"Estimated Migration (Persons in April)","1990","EU15 to EU27 (accession countries joined post 2004)","Female","Immigrants: All origins","Thousand",""
"Estimated Migration (Persons in April)","1991","United Kingdom (1)","Both sexes","Net migration","Thousand","-4.3"
"Estimated Migration (Persons in April)","1991","United Kingdom (1)","Both sexes","Emigrants: All destinations","Thousand","23"
"Estimated Migration (Persons in April)","1991","United Kingdom (1)","Both sexes","Immigrants: All origins","Thousand","18.7"
"Estimated Migration (Persons in April)","1991","United Kingdom (1)","Male","Net migration","Thousand","-1.6"
"Estimated Migration (Persons in April)","1991","United Kingdom (1)","Male","Emigrants: All destinations","Thousand","12.2"
"Estimated Migration (Persons in April)","1991","United Kingdom (1)","Male","Immigrants: All origins","Thousand","10.6"
"Estimated Migration (Persons in April)","1991","United Kingdom (1)","Female","Net migration","Thousand","-2.7"
"Estimated Migration (Persons in April)","1991","United Kingdom (1)","Female","Emigrants: All destinations","Thousand","10.8"
"Estimated Migration (Persons in April)","1991","United Kingdom (1)","Female","Immigrants: All origins","Thousand","8.1"
"Estimated Migration (Persons in April)","1991","United States","Both sexes","Net migration","Thousand","-0.5"
"Estimated Migration (Persons in April)","1991","United States","Both sexes","Emigrants: All destinations","Thousand","4.8"
"Estimated Migration (Persons in April)","1991","United States","Both sexes","Immigrants: All origins","Thousand","4.3"
"Estimated Migration (Persons in April)","1991","United States","Male","Net migration","Thousand","-0.1"
"Estimated Migration (Persons in April)","1991","United States","Male","Emigrants: All destinations","Thousand","2.3"
"Estimated Migration (Persons in April)","1991","United States","Male","Immigrants: All origins","Thousand","2.2"
"Estimated Migration (Persons in April)","1991","United States","Female","Net migration","Thousand","-0.4"
"Estimated Migration (Persons in April)","1991","United States","Female","Emigrants: All destinations","Thousand","2.5"
"Estimated Migration (Persons in April)","1991","United States","Female","Immigrants: All origins","Thousand","2.1"
"Estimated Migration (Persons in April)","1991","Canada","Both sexes","Net migration","Thousand",""
"Estimated Migration (Persons in April)","1991","Canada","Both sexes","Emigrants: All destinations","Thousand",""
"Estimated Migration (Persons in April)","1991","Canada","Both sexes","Immigrants: All origins","Thousand",""
"Estimated Migration (Persons in April)","1991","Canada","Male","Net migration","Thousand",""
"Estimated Migration (Persons in April)","1991","Canada","Male","Emigrants: All destinations","Thousand",""
"Estimated Migration (Persons in April)","1991","Canada","Male","Immigrants: All origins","Thousand",""
"Estimated Migration (Persons in April)","1991","Canada","Female","Net migration","Thousand",""
"Estimated Migration (Persons in April)","1991","Canada","Female","Emigrants: All destinations","Thousand",""
"Estimated Migration (Persons in April)","1991","Canada","Female","Immigrants: All origins","Thousand",""
"Estimated Migration (Persons in April)","1991","Australia","Both sexes","Net migration","Thousand",""
"Estimated Migration (Persons in April)","1991","Australia","Both sexes","Emigrants: All destinations","Thousand",""
"Estimated Migration (Persons in April)","1991","Australia","Both sexes","Immigrants: All origins","Thousand",""
"Estimated Migration (Persons in April)","1991","Australia","Male","Net migration","Thousand",""
"Estimated Migration (Persons in April)","1991","Australia","Male","Emigrants: All destinations","Thousand",""
"Estimated Migration (Persons in April)","1991","Australia","Male","Immigrants: All origins","Thousand",""
"Estimated Migration (Persons in April)","1991","Australia","Female","Net migration","Thousand",""
"Estimated Migration (Persons in April)","1991","Australia","Female","Emigrants: All destinations","Thousand",""
"Estimated Migration (Persons in April)","1991","Australia","Female","Immigrants: All origins","Thousand",""
"Estimated Migration (Persons in April)","1991","Other countries (23)","Both sexes","Net migration","Thousand","1.7"
"Estimated Migration (Persons in April)","1991","Other countries (23)","Both sexes","Emigrants: All destinations","Thousand","4.4"
"Estimated Migration (Persons in April)","1991","Other countries (23)","Both sexes","Immigrants: All origins","Thousand","6.1"
"Estimated Migration (Persons in April)","1991","Other countries (23)","Male","Net migration","Thousand","1.1"
"Estimated Migration (Persons in April)","1991","Other countries (23)","Male","Emigrants: All destinations","Thousand","1.8"
"Estimated Migration (Persons in April)","1991","Other countries (23)","Male","Immigrants: All origins","Thousand","2.9"
"Estimated Migration (Persons in April)","1991","Other countries (23)","Female","Net migration","Thousand","-0.5"
"Estimated Migration (Persons in April)","1991","Other countries (23)","Female","Emigrants: All destinations","Thousand","2.7"
"Estimated Migration (Persons in April)","1991","Other countries (23)","Female","Immigrants: All origins","Thousand","3.2"
"Estimated Migration (Persons in April)","1991","All countries","Both sexes","Net migration","Thousand","-2"
"Estimated Migration (Persons in April)","1991","All countries","Both sexes","Emigrants: All destinations","Thousand","35.3"
"Estimated Migration (Persons in April)","1991","All countries","Both sexes","Immigrants: All origins","Thousand","33.3"
"Estimated Migration (Persons in April)","1991","All countries","Male","Net migration","Thousand","-0.1"
"Estimated Migration (Persons in April)","1991","All countries","Male","Emigrants: All destinations","Thousand",""
"Estimated Migration (Persons in April)","1991","All countries","Male","Immigrants: All origins","Thousand",""
"Estimated Migration (Persons in April)","1991","All countries","Female","Net migration","Thousand","-12.1"
"Estimated Migration (Persons in April)","1991","All countries","Female","Emigrants: All destinations","Thousand",""
"Estimated Migration (Persons in April)","1991","All countries","Female","Immigrants: All origins","Thousand",""
"Estimated Migration (Persons in April)","1991","EU14 excl Irl (UK & Ireland)","Both sexes","Net migration","Thousand","1.1"
"Estimated Migration (Persons in April)","1991","EU14 excl Irl (UK & Ireland)","Both sexes","Emigrants: All destinations","Thousand","3.1"
"Estimated Migration (Persons in April)","1991","EU14 excl Irl (UK & Ireland)","Both sexes","Immigrants: All origins","Thousand","4.2"
"Estimated Migration (Persons in April)","1991","EU14 excl Irl (UK & Ireland)","Male","Net migration","Thousand","0.5"
"Estimated Migration (Persons in April)","1991","EU14 excl Irl (UK & Ireland)","Male","Emigrants: All destinations","Thousand","1.4"
"Estimated Migration (Persons in April)","1991","EU14 excl Irl (UK & Ireland)","Male","Immigrants: All origins","Thousand","1.9"
"Estimated Migration (Persons in April)","1991","EU14 excl Irl (UK & Ireland)","Female","Net migration","Thousand","-8.5"
"Estimated Migration (Persons in April)","1991","EU14 excl Irl (UK & Ireland)","Female","Emigrants: All destinations","Thousand","1.7"
"Estimated Migration (Persons in April)","1991","EU14 excl Irl (UK & Ireland)","Female","Immigrants: All origins","Thousand","2.3"
"Estimated Migration (Persons in April)","1991","EU15 to EU27 (accession countries joined post 2004)","Both sexes","Net migration","Thousand",""
"Estimated Migration (Persons in April)","1991","EU15 to EU27 (accession countries joined post 2004)","Both sexes","Emigrants: All destinations","Thousand",""
"Estimated Migration (Persons in April)","1991","EU15 to EU27 (accession countries joined post 2004)","Both sexes","Immigrants: All origins","Thousand",""
"Estimated Migration (Persons in April)","1991","EU15 to EU27 (accession countries joined post 2004)","Male","Net migration","Thousand",""
"Estimated Migration (Persons in April)","1991","EU15 to EU27 (accession countries joined post 2004)","Male","Emigrants: All destinations","Thousand",""
"Estimated Migration (Persons in April)","1991","EU15 to EU27 (accession countries joined post 2004)","Male","Immigrants: All origins","Thousand",""
"Estimated Migration (Persons in April)","1991","EU15 to EU27 (accession countries joined post 2004)","Female","Net migration","Thousand",""
"Estimated Migration (Persons in April)","1991","EU15 to EU27 (accession countries joined post 2004)","Female","Emigrants: All destinations","Thousand",""
"Estimated Migration (Persons in April)","1991","EU15 to EU27 (accession countries joined post 2004)","Female","Immigrants: All origins","Thousand",""
"Estimated Migration (Persons in April)","1992","United Kingdom (1)","Both sexes","Net migration","Thousand","5.8"
"Estimated Migration (Persons in April)","1992","United Kingdom (1)","Both sexes","Emigrants: All destinations","Thousand","16.9"
"Estimated Migration (Persons in April)","1992","United Kingdom (1)","Both sexes","Immigrants: All origins","Thousand","22.7"
"Estimated Migration (Persons in April)","1992","United Kingdom (1)","Male","Net migration","Thousand","3.6"
"Estimated Migration (Persons in April)","1992","United Kingdom (1)","Male","Emigrants: All destinations","Thousand","9.4"
"Estimated Migration (Persons in April)","1992","United Kingdom (1)","Male","Immigrants: All origins","Thousand","13"
"Estimated Migration (Persons in April)","1992","United Kingdom (1)","Female","Net migration","Thousand","2.2"
"Estimated Migration (Persons in April)","1992","United Kingdom (1)","Female","Emigrants: All destinations","Thousand","7.5"
"Estimated Migration (Persons in April)","1992","United Kingdom (1)","Female","Immigrants: All origins","Thousand","9.7"
"Estimated Migration (Persons in April)","1992","United States","Both sexes","Net migration","Thousand","1.1"
"Estimated Migration (Persons in April)","1992","United States","Both sexes","Emigrants: All destinations","Thousand","3.5"
